transaction_date,account,description,debit,credit,category,transaction_type,customer_vendor,payment_method,reference
25-Dec-23,Accounts Payable,Transaction 47368,753.8,753.8,Expense,Expense,Customer 32,Check,91149
27-Apr-23,Inventory,Transaction 47369,939.31,939.31,Revenue,Expense,Customer 51,Check,40191
05-Oct-23,Inventory,Transaction 47370,801.79,801.79,Asset,Purchase,Customer 30,Bank Transfer,10353
24-Aug-23,Accounts Receivable,Transaction 47371,269.15,269.15,Liability,Sale,Customer 22,Bank Transfer,59646
11-Dec-23,Inventory,Transaction 47372,338.77,338.77,Asset,Sale,Customer 84,Cash,49791
23-Jan-23,Accounts Payable,Transaction 47373,556.7,556.7,Expense,Transfer,Customer 69,Cash,21651
21-Sep-23,Inventory,Transaction 47374,753.84,753.84,Asset,Sale,Customer 97,Credit Card,47918
27-Dec-23,Inventory,Transaction 47375,894.44,894.44,Liability,Transfer,Customer 58,Check,76670
05-Sep-23,Accounts Receivable,Transaction 47376,812.5,812.5,Asset,Transfer,Customer 48,Cash,41444
05-Apr-23,Accounts Payable,Transaction 47377,179.52,179.52,Asset,Transfer,Customer 13,Bank Transfer,60662
20-Apr-23,Inventory,Transaction 47378,487.7,487.7,Revenue,Sale,Customer 89,Cash,35070
06-Feb-23,Cash,Transaction 47379,884.67,884.67,Liability,Expense,Customer 23,Check,49678
17-Jan-23,Inventory,Transaction 47380,617.97,617.97,Liability,Expense,Customer 10,Bank Transfer,36979
15-Aug-23,Accounts Payable,Transaction 47381,658.51,658.51,Asset,Transfer,Customer 13,Cash,92732
14-May-23,Accounts Receivable,Transaction 47382,865.83,865.83,Revenue,Sale,Customer 38,Credit Card,40470
04-Apr-23,Accounts Receivable,Transaction 47383,126.25,126.25,Asset,Sale,Customer 41,Credit Card,50234
20-Mar-23,Cash,Transaction 47384,677.78,677.78,Liability,Transfer,Customer 90,Bank Transfer,90966
25-Mar-23,Inventory,Transaction 47385,383.66,383.66,Expense,Sale,Customer 17,Cash,85536
10-Nov-23,Cash,Transaction 47386,968.43,968.43,Revenue,Purchase,Customer 39,Credit Card,61630
19-Aug-23,Accounts Payable,Transaction 47387,931.34,931.34,Asset,Expense,Customer 77,Cash,90754
11-Sep-23,Accounts Receivable,Transaction 47388,533.15,533.15,Revenue,Expense,Customer 100,Check,80290
26-Feb-23,Accounts Receivable,Transaction 47389,911.7,911.7,Liability,Expense,Customer 13,Check,95071
23-Jun-23,Cash,Transaction 47390,775.12,775.12,Liability,Transfer,Customer 75,Cash,34271
25-Jul-23,Accounts Receivable,Transaction 47391,106.77,106.77,Revenue,Sale,Customer 43,Cash,80310
12-Oct-23,Inventory,Transaction 47392,917.94,917.94,Asset,Transfer,Customer 24,Check,16929
13-Nov-23,Cash,Transaction 47393,973.18,973.18,Revenue,Purchase,Customer 61,Bank Transfer,60067
09-Dec-23,Accounts Payable,Transaction 47394,380.62,380.62,Liability,Purchase,Customer 93,Cash,74308
03-Aug-23,Inventory,Transaction 47395,850.72,850.72,Asset,Transfer,Customer 6,Check,29030
25-Aug-23,Inventory,Transaction 47396,964.05,964.05,Expense,Transfer,Customer 49,Bank Transfer,69957
17-May-23,Accounts Receivable,Transaction 47397,976.62,976.62,Liability,Expense,Customer 88,Cash,66637
05-Nov-23,Cash,Transaction 47398,790.58,790.58,Liability,Expense,Customer 90,Credit Card,16246
25-Oct-23,Inventory,Transaction 47399,527.93,527.93,Expense,Expense,Customer 3,Credit Card,51582
07-May-23,Inventory,Transaction 47400,577.01,577.01,Liability,Sale,Customer 53,Check,46857
04-Dec-23,Accounts Receivable,Transaction 47401,802.49,802.49,Expense,Transfer,Customer 66,Check,46381
15-Feb-23,Accounts Payable,Transaction 47402,840.64,840.64,Asset,Expense,Customer 87,Check,60687
02-Nov-23,Inventory,Transaction 47403,607.49,607.49,Revenue,Sale,Customer 16,Bank Transfer,79400
14-Jul-23,Accounts Receivable,Transaction 47404,978.61,978.61,Liability,Purchase,Customer 100,Credit Card,50085
11-Feb-23,Cash,Transaction 47405,706.13,706.13,Asset,Purchase,Customer 63,Credit Card,13973
24-Sep-23,Accounts Payable,Transaction 47406,697.01,697.01,Asset,Sale,Customer 31,Cash,79959
05-Feb-23,Accounts Receivable,Transaction 47407,270.72,270.72,Revenue,Purchase,Customer 8,Check,86148
20-Jun-23,Accounts Payable,Transaction 47408,363.51,363.51,Expense,Purchase,Customer 69,Bank Transfer,29853
24-Jan-23,Accounts Payable,Transaction 47409,608.9,608.9,Asset,Transfer,Customer 38,Check,37545
01-Aug-23,Inventory,Transaction 47410,395.29,395.29,Revenue,Purchase,Customer 47,Bank Transfer,45846
16-Nov-23,Inventory,Transaction 47411,440.2,440.2,Asset,Expense,Customer 30,Bank Transfer,54278
27-Jul-23,Accounts Payable,Transaction 47412,445.97,445.97,Revenue,Expense,Customer 2,Credit Card,33996
22-Nov-23,Cash,Transaction 47413,363.05,363.05,Revenue,Purchase,Customer 15,Check,35205
10-Apr-23,Cash,Transaction 47414,831.71,831.71,Asset,Purchase,Customer 67,Cash,97707
01-Jan-23,Accounts Receivable,Transaction 47415,889.65,889.65,Liability,Expense,Customer 4,Credit Card,72934
06-Apr-23,Accounts Payable,Transaction 47416,752.27,752.27,Asset,Expense,Customer 9,Credit Card,50588
26-Nov-23,Accounts Payable,Transaction 47417,638.97,638.97,Expense,Sale,Customer 89,Check,43216
28-Mar-23,Inventory,Transaction 47418,738.25,738.25,Liability,Transfer,Customer 83,Check,52181
15-Feb-23,Accounts Receivable,Transaction 47419,654.27,654.27,Revenue,Expense,Customer 86,Check,57067
19-Mar-23,Inventory,Transaction 47420,410.91,410.91,Expense,Expense,Customer 75,Bank Transfer,32075
09-Sep-23,Accounts Receivable,Transaction 47421,678.36,678.36,Liability,Transfer,Customer 14,Bank Transfer,55997
16-Jul-23,Accounts Receivable,Transaction 47422,385.54,385.54,Asset,Sale,Customer 1,Check,41419
16-Jun-23,Accounts Payable,Transaction 47423,343.24,343.24,Liability,Sale,Customer 39,Bank Transfer,84884
03-Dec-23,Inventory,Transaction 47424,440.63,440.63,Revenue,Purchase,Customer 38,Credit Card,48463
16-Apr-23,Cash,Transaction 47425,210.14,210.14,Liability,Expense,Customer 89,Credit Card,82160
07-May-23,Inventory,Transaction 47426,347.4,347.4,Revenue,Purchase,Customer 16,Bank Transfer,67029
20-Jan-23,Accounts Receivable,Transaction 47427,466.67,466.67,Asset,Transfer,Customer 49,Credit Card,19610
08-Aug-23,Inventory,Transaction 47428,539.77,539.77,Revenue,Purchase,Customer 67,Check,81580
15-Jun-23,Accounts Receivable,Transaction 47429,191.5,191.5,Liability,Purchase,Customer 83,Credit Card,92409
28-Mar-23,Accounts Receivable,Transaction 47430,171.61,171.61,Liability,Expense,Customer 28,Credit Card,68962
02-Dec-23,Inventory,Transaction 47431,640.16,640.16,Asset,Sale,Customer 55,Bank Transfer,39874
19-Dec-23,Cash,Transaction 47432,348.65,348.65,Expense,Purchase,Customer 93,Bank Transfer,44123
18-Aug-23,Accounts Payable,Transaction 47433,575.71,575.71,Asset,Sale,Customer 34,Bank Transfer,63596
20-Nov-23,Cash,Transaction 47434,856.19,856.19,Asset,Transfer,Customer 41,Check,90243
07-Feb-23,Cash,Transaction 47435,920.59,920.59,Liability,Sale,Customer 53,Check,89893
08-Mar-23,Accounts Receivable,Transaction 47436,659.16,659.16,Expense,Expense,Customer 3,Credit Card,74857
16-Jun-23,Accounts Payable,Transaction 47437,996.88,996.88,Liability,Transfer,Customer 41,Credit Card,37098
27-Apr-23,Inventory,Transaction 47438,232.75,232.75,Liability,Sale,Customer 41,Cash,11627
08-Jun-23,Accounts Receivable,Transaction 47439,939.42,939.42,Expense,Purchase,Customer 28,Bank Transfer,35366
15-Oct-23,Inventory,Transaction 47440,882.13,882.13,Liability,Purchase,Customer 33,Credit Card,11578
20-Oct-23,Accounts Payable,Transaction 47441,900.59,900.59,Asset,Expense,Customer 85,Bank Transfer,80899
24-Jan-23,Accounts Payable,Transaction 47442,914.93,914.93,Expense,Purchase,Customer 53,Bank Transfer,63978
25-Mar-23,Accounts Payable,Transaction 47443,330.16,330.16,Asset,Expense,Customer 57,Bank Transfer,64515
09-Nov-23,Accounts Payable,Transaction 47444,780.62,780.62,Liability,Transfer,Customer 2,Check,74801
16-Dec-23,Accounts Payable,Transaction 47445,514.49,514.49,Revenue,Expense,Customer 89,Bank Transfer,51662
22-Mar-23,Accounts Payable,Transaction 47446,239.61,239.61,Liability,Expense,Customer 79,Credit Card,24604
24-Oct-23,Accounts Receivable,Transaction 47447,625.01,625.01,Expense,Transfer,Customer 81,Cash,69942
23-Nov-23,Cash,Transaction 47448,583,583,Liability,Sale,Customer 73,Check,35035
09-Dec-23,Inventory,Transaction 47449,918.68,918.68,Expense,Transfer,Customer 73,Cash,14189
28-May-23,Accounts Receivable,Transaction 47450,912.22,912.22,Revenue,Transfer,Customer 58,Check,32045
02-Jun-23,Accounts Receivable,Transaction 47451,552.59,552.59,Revenue,Sale,Customer 55,Check,96870
14-Mar-23,Accounts Receivable,Transaction 47452,371.54,371.54,Revenue,Sale,Customer 83,Bank Transfer,17102
16-Nov-23,Accounts Receivable,Transaction 47453,937.41,937.41,Liability,Purchase,Customer 69,Cash,23147
13-Mar-23,Accounts Payable,Transaction 47454,338.74,338.74,Liability,Sale,Customer 2,Bank Transfer,86592
25-Sep-23,Inventory,Transaction 47455,889.38,889.38,Liability,Transfer,Customer 46,Bank Transfer,24725
07-May-23,Inventory,Transaction 47456,426.34,426.34,Revenue,Expense,Customer 3,Check,69766
13-Oct-23,Inventory,Transaction 47457,764.36,764.36,Asset,Transfer,Customer 44,Check,80596
21-Aug-23,Cash,Transaction 47458,685.7,685.7,Expense,Expense,Customer 43,Check,83682
27-Aug-23,Inventory,Transaction 47459,850.23,850.23,Expense,Purchase,Customer 48,Bank Transfer,17577
28-Feb-23,Cash,Transaction 47460,730.28,730.28,Liability,Expense,Customer 92,Credit Card,97028
25-Apr-23,Inventory,Transaction 47461,893.39,893.39,Liability,Purchase,Customer 93,Credit Card,61574
04-Oct-23,Cash,Transaction 47462,319.05,319.05,Liability,Purchase,Customer 92,Credit Card,28437
11-May-23,Cash,Transaction 47463,544.87,544.87,Liability,Expense,Customer 96,Cash,68272
23-Apr-23,Accounts Payable,Transaction 47464,556.51,556.51,Revenue,Purchase,Customer 60,Credit Card,11942
26-Aug-23,Accounts Payable,Transaction 47465,747.63,747.63,Liability,Sale,Customer 54,Credit Card,19741
28-Dec-23,Inventory,Transaction 47466,657.5,657.5,Asset,Sale,Customer 76,Cash,93083
09-Aug-23,Accounts Payable,Transaction 47467,567.88,567.88,Asset,Purchase,Customer 89,Bank Transfer,59266
21-Mar-23,Inventory,Transaction 47468,303.86,303.86,Asset,Sale,Customer 36,Bank Transfer,42568
03-Oct-23,Inventory,Transaction 47469,179.37,179.37,Asset,Purchase,Customer 5,Credit Card,17926
04-Jun-23,Accounts Payable,Transaction 47470,642.72,642.72,Revenue,Purchase,Customer 53,Cash,19886
11-Jan-23,Cash,Transaction 47471,590.95,590.95,Liability,Purchase,Customer 17,Check,24662
01-Aug-23,Accounts Payable,Transaction 47472,288.37,288.37,Revenue,Purchase,Customer 62,Credit Card,26373
24-Jun-23,Cash,Transaction 47473,348.78,348.78,Liability,Purchase,Customer 66,Bank Transfer,11848
12-Jan-23,Accounts Payable,Transaction 47474,194.82,194.82,Asset,Purchase,Customer 88,Check,74860
26-May-23,Inventory,Transaction 47475,306,306,Revenue,Transfer,Customer 94,Check,31297
28-Jan-23,Inventory,Transaction 47476,374.98,374.98,Revenue,Purchase,Customer 85,Cash,35424
05-Jan-23,Cash,Transaction 47477,582.56,582.56,Liability,Sale,Customer 68,Credit Card,45667
18-Nov-23,Cash,Transaction 47478,995.7,995.7,Expense,Expense,Customer 8,Credit Card,15481
20-Jul-23,Cash,Transaction 47479,256.16,256.16,Expense,Sale,Customer 33,Cash,64333
19-Apr-23,Accounts Payable,Transaction 47480,528.79,528.79,Asset,Expense,Customer 57,Bank Transfer,39909
23-Jan-23,Accounts Payable,Transaction 47481,940.66,940.66,Asset,Sale,Customer 83,Cash,79195
02-Aug-23,Accounts Payable,Transaction 47482,261.28,261.28,Asset,Transfer,Customer 74,Bank Transfer,95444
13-May-23,Inventory,Transaction 47483,469.19,469.19,Expense,Sale,Customer 86,Check,83537
23-May-23,Inventory,Transaction 47484,644.35,644.35,Expense,Purchase,Customer 32,Check,50218
27-May-23,Inventory,Transaction 47485,892.17,892.17,Liability,Purchase,Customer 69,Check,31210
19-Jul-23,Accounts Receivable,Transaction 47486,559.36,559.36,Revenue,Expense,Customer 66,Cash,18297
26-Sep-23,Accounts Payable,Transaction 47487,869.21,869.21,Asset,Transfer,Customer 89,Bank Transfer,48346
26-Nov-23,Accounts Receivable,Transaction 47488,717.66,717.66,Revenue,Sale,Customer 7,Bank Transfer,27279
03-Dec-23,Accounts Payable,Transaction 47489,889.12,889.12,Expense,Expense,Customer 53,Credit Card,40574
06-Dec-23,Accounts Receivable,Transaction 47490,588.59,588.59,Expense,Purchase,Customer 33,Credit Card,22872
09-Jul-23,Inventory,Transaction 47491,386.08,386.08,Asset,Sale,Customer 97,Cash,11754
24-Nov-23,Cash,Transaction 47492,132.78,132.78,Asset,Purchase,Customer 12,Check,67722
19-Aug-23,Inventory,Transaction 47493,489.4,489.4,Liability,Purchase,Customer 7,Bank Transfer,94394
01-Oct-23,Accounts Receivable,Transaction 47494,509.14,509.14,Revenue,Purchase,Customer 88,Cash,46617
21-Aug-23,Accounts Receivable,Transaction 47495,146.02,146.02,Revenue,Expense,Customer 76,Cash,50445
14-May-23,Accounts Receivable,Transaction 47496,985.68,985.68,Asset,Purchase,Customer 42,Bank Transfer,32991
04-May-23,Inventory,Transaction 47497,286.69,286.69,Liability,Expense,Customer 26,Bank Transfer,43550
17-Aug-23,Inventory,Transaction 47498,663.3,663.3,Asset,Transfer,Customer 53,Bank Transfer,93453
19-Jun-23,Accounts Receivable,Transaction 47499,871.42,871.42,Liability,Purchase,Customer 48,Check,33018
08-Apr-23,Cash,Transaction 47500,437.58,437.58,Revenue,Expense,Customer 69,Cash,15481
10-Jul-23,Accounts Receivable,Transaction 47501,700.22,700.22,Asset,Purchase,Customer 49,Check,55249
04-Oct-23,Inventory,Transaction 47502,404.08,404.08,Liability,Sale,Customer 44,Credit Card,47974
22-Jun-23,Accounts Receivable,Transaction 47503,693.07,693.07,Revenue,Purchase,Customer 9,Check,32406
08-Oct-23,Cash,Transaction 47504,381.51,381.51,Asset,Sale,Customer 88,Credit Card,52643
17-Aug-23,Inventory,Transaction 47505,800.18,800.18,Revenue,Purchase,Customer 55,Bank Transfer,20417
12-Aug-23,Inventory,Transaction 47506,837.2,837.2,Asset,Sale,Customer 48,Check,15353
18-Aug-23,Cash,Transaction 47507,707.89,707.89,Expense,Expense,Customer 44,Credit Card,42838
11-Feb-23,Inventory,Transaction 47508,489.27,489.27,Liability,Sale,Customer 41,Cash,57418
23-May-23,Accounts Receivable,Transaction 47509,772.61,772.61,Asset,Expense,Customer 71,Bank Transfer,68544
10-Jun-23,Accounts Payable,Transaction 47510,618.83,618.83,Revenue,Transfer,Customer 79,Check,12442
19-Dec-23,Cash,Transaction 47511,992.17,992.17,Expense,Transfer,Customer 76,Credit Card,50400
26-Aug-23,Cash,Transaction 47512,981.34,981.34,Expense,Transfer,Customer 79,Bank Transfer,72201
18-Dec-23,Cash,Transaction 47513,650.15,650.15,Asset,Sale,Customer 93,Check,65522
03-Jul-23,Inventory,Transaction 47514,217.46,217.46,Asset,Expense,Customer 27,Credit Card,57140
25-Jan-23,Inventory,Transaction 47515,194.09,194.09,Asset,Transfer,Customer 72,Credit Card,33275
05-Jan-23,Accounts Receivable,Transaction 47516,687.21,687.21,Asset,Purchase,Customer 76,Check,48810
10-Mar-23,Accounts Payable,Transaction 47517,592.07,592.07,Asset,Transfer,Customer 20,Credit Card,55494
13-Sep-23,Inventory,Transaction 47518,799.18,799.18,Liability,Purchase,Customer 46,Check,45971
01-Feb-23,Accounts Payable,Transaction 47519,830.71,830.71,Revenue,Expense,Customer 14,Bank Transfer,53491
08-Jun-23,Inventory,Transaction 47520,728.07,728.07,Liability,Expense,Customer 72,Cash,33544
04-Jun-23,Accounts Payable,Transaction 47521,798.55,798.55,Expense,Transfer,Customer 32,Bank Transfer,34646
25-May-23,Accounts Receivable,Transaction 47522,634.45,634.45,Asset,Transfer,Customer 52,Check,30881
16-Jul-23,Accounts Payable,Transaction 47523,568.03,568.03,Liability,Transfer,Customer 83,Bank Transfer,27388
14-May-23,Accounts Receivable,Transaction 47524,944.58,944.58,Expense,Transfer,Customer 55,Bank Transfer,81603
24-Jul-23,Accounts Payable,Transaction 47525,888.78,888.78,Expense,Transfer,Customer 85,Cash,59070
24-Sep-23,Inventory,Transaction 47526,879.38,879.38,Liability,Purchase,Customer 92,Cash,20613
26-Oct-23,Accounts Receivable,Transaction 47527,195.25,195.25,Revenue,Sale,Customer 62,Check,98420
03-May-23,Inventory,Transaction 47528,941.46,941.46,Revenue,Transfer,Customer 90,Check,43373
04-Jul-23,Cash,Transaction 47529,965.67,965.67,Asset,Purchase,Customer 97,Cash,83020
17-Oct-23,Inventory,Transaction 47530,139.27,139.27,Asset,Sale,Customer 60,Cash,78078
25-Dec-23,Accounts Receivable,Transaction 47531,626.58,626.58,Expense,Sale,Customer 47,Check,47053
28-May-23,Inventory,Transaction 47532,887.26,887.26,Liability,Purchase,Customer 59,Credit Card,37587
07-Jan-23,Accounts Receivable,Transaction 47533,221,221,Revenue,Expense,Customer 92,Bank Transfer,82609
11-Feb-23,Cash,Transaction 47534,933.68,933.68,Expense,Purchase,Customer 37,Bank Transfer,84910
07-Sep-23,Accounts Payable,Transaction 47535,566.25,566.25,Asset,Expense,Customer 15,Credit Card,88586
11-Aug-23,Accounts Receivable,Transaction 47536,601.19,601.19,Asset,Sale,Customer 81,Bank Transfer,84596
16-Feb-23,Accounts Receivable,Transaction 47537,351.03,351.03,Expense,Purchase,Customer 40,Check,30718
09-Apr-23,Accounts Receivable,Transaction 47538,897.91,897.91,Asset,Transfer,Customer 24,Check,70015
08-Jul-23,Cash,Transaction 47539,441.78,441.78,Revenue,Transfer,Customer 78,Bank Transfer,93280
16-Oct-23,Accounts Payable,Transaction 47540,866.45,866.45,Revenue,Expense,Customer 39,Credit Card,71203
24-Jul-23,Accounts Payable,Transaction 47541,137.01,137.01,Expense,Purchase,Customer 73,Bank Transfer,43916
16-Mar-23,Accounts Receivable,Transaction 47542,449.72,449.72,Revenue,Transfer,Customer 64,Bank Transfer,98162
02-Jul-23,Inventory,Transaction 47543,449.12,449.12,Expense,Expense,Customer 47,Check,50008
06-May-23,Accounts Payable,Transaction 47544,962.77,962.77,Expense,Expense,Customer 70,Check,80050
21-Dec-23,Accounts Receivable,Transaction 47545,387.98,387.98,Revenue,Sale,Customer 66,Cash,79492
13-May-23,Accounts Receivable,Transaction 47546,949.95,949.95,Liability,Expense,Customer 75,Credit Card,76749
18-Feb-23,Inventory,Transaction 47547,849.3,849.3,Expense,Sale,Customer 34,Cash,47302
11-Sep-23,Accounts Payable,Transaction 47548,935.69,935.69,Asset,Sale,Customer 43,Bank Transfer,55601
08-Jan-23,Inventory,Transaction 47549,919.65,919.65,Liability,Transfer,Customer 61,Bank Transfer,74730
05-Jan-23,Inventory,Transaction 47550,321.74,321.74,Asset,Purchase,Customer 65,Credit Card,31267
04-Aug-23,Accounts Receivable,Transaction 47551,415.94,415.94,Asset,Purchase,Customer 5,Cash,23521
11-Dec-23,Accounts Payable,Transaction 47552,502.32,502.32,Expense,Transfer,Customer 41,Bank Transfer,72213
08-Apr-23,Accounts Payable,Transaction 47553,169.87,169.87,Revenue,Expense,Customer 86,Credit Card,75958
10-Mar-23,Accounts Receivable,Transaction 47554,991.74,991.74,Revenue,Expense,Customer 87,Check,28018
03-Feb-23,Accounts Payable,Transaction 47555,355.03,355.03,Expense,Purchase,Customer 25,Cash,34350
16-Sep-23,Cash,Transaction 47556,418.84,418.84,Expense,Sale,Customer 10,Cash,30671
14-Apr-23,Inventory,Transaction 47557,455.91,455.91,Expense,Purchase,Customer 13,Bank Transfer,42428
06-Oct-23,Inventory,Transaction 47558,739.98,739.98,Revenue,Sale,Customer 88,Cash,31242
05-Jan-23,Accounts Payable,Transaction 47559,779.66,779.66,Expense,Transfer,Customer 99,Cash,37062
07-Apr-23,Accounts Payable,Transaction 47560,560.41,560.41,Revenue,Purchase,Customer 31,Bank Transfer,67976
13-Aug-23,Cash,Transaction 47561,980.8,980.8,Revenue,Transfer,Customer 66,Check,86726
04-Mar-23,Inventory,Transaction 47562,875.59,875.59,Asset,Transfer,Customer 95,Bank Transfer,33430
22-Jun-23,Accounts Receivable,Transaction 47563,808.47,808.47,Revenue,Sale,Customer 89,Credit Card,65369
06-Oct-23,Inventory,Transaction 47564,958.31,958.31,Expense,Purchase,Customer 72,Cash,25926
